object_id,I1,I2,I3
x0636,A_s0636,B_s0636,C_s0636
x0637,A_s0637,B_s0637,C_s0637
x0638,A_s0638,B_s0638,C_s0638
x0639,A_s0639,B_s0639,C_s0639
x0640,A_s0640,B_s0640,C_s0640
x0641,A_s0641,B_s0641,C_s0641
x0642,A_s0642,B_s0642,C_s0642
x0643,A_s0643,B_s0643,C_s0643
x0644,A_s0644,B_s0644,C_s0644
x0645,A_s0645,B_s0645,C_s0645
x0646,A_s0646,B_s0646,C_s0646
x0647,A_s0647,B_s0647,C_s0647
x0648,A_s0648,B_s0648,C_s0648
x0649,A_s0649,B_s0649,C_s0649
x0650,A_s0650,B_s0650,C_s0650
x0651,A_s0651,B_s0651,C_s0651
x0652,A_s0652,B_s0652,C_s0652
x0653,A_s0653,B_s0653,C_s0653
x0654,A_s0654,B_s0654,C_s0654
x0655,A_s0655,B_s0655,C_s0655
x0656,A_s0656,B_s0656,C_s0656
x0657,A_s0657,B_s0657,C_s0657
x0658,A_s0658,B_s0658,C_s0658
x0659,A_s0659,B_s0659,C_s0659
x0660,A_s0660,B_s0660,C_s0660
x0661,A_s0661,B_s0661,C_s0661
x0662,A_s0662,B_s0662,C_s0662
x0663,A_s0663,B_s0663,C_s0663
x0664,A_s0664,B_s0664,C_s0664
x0665,A_s0665,B_s0665,C_s0665
x0666,A_s0666,B_s0666,C_s0666
x0667,A_s0667,B_s0667,C_s0667
x0668,A_s0668,B_s0668,C_s0668
x0669,A_s0669,B_s0669,C_s0669
x0670,A_s0670,B_s0670,C_s0670
x0671,A_s0671,B_s0671,C_s0671
x0672,A_s0672,B_s0672,C_s0672
x0673,A_s0673,B_s0673,C_s0673
x0674,A_s0674,B_s0674,C_s0674
x0675,A_s0675,B_s0675,C_s0675
x0676,A_s0676,B_s0676,C_s0676
x0677,A_s0677,B_s0677,C_s0677
x0678,A_s0678,B_s0678,C_s0678
x0679,A_s0679,B_s0679,C_s0679
x0680,A_s0680,B_s0680,C_s0680
x0681,A_s0681,B_s0681,C_s0681
x0682,A_s0682,B_s0682,C_s0682
x0683,A_s0683,B_s0683,C_s0683
x0684,A_s0684,B_s0684,C_s0684
x0685,A_s0685,B_s0685,C_s0685
x0686,A_s0686,B_s0686,C_s0686
x0687,A_s0687,B_s0687,C_s0687
x0688,A_s0688,B_s0688,C_s0688
x0689,A_s0689,B_s0689,C_s0689
x0690,A_s0690,B_s0690,C_s0690
x0691,A_s0691,B_s0691,C_s0691
x0692,A_s0692,B_s0692,C_s0692
x0693,A_s0693,B_s0693,C_s0693
x0694,A_s0694,B_s0694,C_s0694
x0695,A_s0695,B_s0695,C_s0695
x0696,A_s0696,B_s0696,C_s0696
x0697,A_s0697,B_s0697,C_s0697
x0698,A_s0698,B_s0698,C_s0698
x0699,A_s0699,B_s0699,C_s0699
x0700,A_s0700,B_s0700,C_s0700
x0701,A_s0701,B_s0701,C_s0701
x0702,A_s0702,B_s0702,C_s0702
x0703,A_s0703,B_s0703,C_s0703
x0704,A_s0704,B_s0704,C_s0704
x0705,A_s0705,B_s0705,C_s0705
x0706,A_s0706,B_s0706,C_s0706
x0707,A_s0707,B_s0707,C_s0707
x0708,A_s0708,B_s0708,C_s0708
x0709,A_s0709,B_s0709,C_s0709
x0710,A_s0710,B_s0710,C_s0710
x0711,A_s0711,B_s0711,C_s0711
x0712,A_s0712,B_s0712,C_s0712
x0713,A_s0713,B_s0713,C_s0713
x0714,A_s0714,B_s0714,C_s0714
x0715,A_s0715,B_s0715,C_s0715
x0716,A_s0716,B_s0716,C_s0716
x0717,A_s0717,B_s0717,C_s0717
x0718,A_s0718,B_s0718,C_s0718
x0719,A_s0719,B_s0719,C_s0719
x0720,A_s0720,B_s0720,C_s0720
x0721,A_s0721,B_s0721,C_s0721
x0722,A_s0722,B_s0722,C_s0722
x0723,A_s0723,B_s0723,C_s0723
x0724,A_s0724,B_s0724,C_s0724
x0725,A_s0725,B_s0725,C_s0725
x0726,A_s0726,B_s0726,C_s0726
x0727,A_s0727,B_s0727,C_s0727
x0728,A_s0728,B_s0728,C_s0728
x0729,A_s0729,B_s0729,C_s0729
x0730,A_s0730,B_s0730,C_s0730
x0731,A_s0731,B_s0731,C_s0731
x0732,A_s0732,B_s0732,C_s0732
x0733,A_s0733,B_s0733,C_s0733
x0734,A_s0734,B_s0734,C_s0734
x0735,A_s0735,B_s0735,C_s0735
x0736,A_s0736,B_s0736,C_s0736
x0737,A_s0737,B_s0737,C_s0737
x0738,A_s0738,B_s0738,C_s0738
x0739,A_s0739,B_s0739,C_s0739
x0740,A_s0740,B_s0740,C_s0740
x0741,A_s0741,B_s0741,C_s0741
x0742,A_s0742,B_s0742,C_s0742
x0743,A_s0743,B_s0743,C_s0743
x0744,A_s0744,B_s0744,C_s0744
x0745,A_s0745,B_s0745,C_s0745
x0746,A_s0746,B_s0746,C_s0746
x0747,A_s0747,B_s0747,C_s0747
x0748,A_s0748,B_s0748,C_s0748
x0749,A_s0749,B_s0749,C_s0749
x0750,A_s0750,B_s0750,C_s0750
x0751,A_s0751,B_s0751,C_s0751
x0752,A_s0752,B_s0752,C_s0752
x0753,A_s0753,B_s0753,C_s0753
x0754,A_s0754,B_s0754,C_s0754
x0755,A_s0755,B_s0755,C_s0755
x0756,A_s0756,B_s0756,C_s0756
x0757,A_s0757,B_s0757,C_s0757
x0758,A_s0758,B_s0758,C_s0758
x0759,A_s0759,B_s0759,C_s0759
x0760,A_s0760,B_s0760,C_s0760
x0761,A_s0761,B_s0761,C_s0761
x0762,A_s0762,B_s0762,C_s0762
x0763,A_s0763,B_s0763,C_s0763
x0764,A_s0764,B_s0764,C_s0764
x0765,A_s0765,B_s0765,C_s0765
x0766,A_s0766,B_s0766,C_s0766
x0767,A_s0767,B_s0767,C_s0767
x0768,A_s0768,B_s0768,C_s0768
x0769,A_s0769,B_s0769,C_s0769
x0770,A_s0770,B_s0770,C_s0770
x0771,A_s0771,B_s0771,C_s0771
x0772,A_s0772,B_s0772,C_s0772
x0773,A_s0773,B_s0773,C_s0773
x0774,A_s0774,B_s0774,C_s0774
x0775,A_s0775,B_s0775,C_s0775
x0776,A_s0776,B_s0776,C_s0776
x0777,A_s0777,B_s0777,C_s0777
x0778,A_s0778,B_s0778,C_s0778
x0779,A_s0779,B_s0779,C_s0779
x0780,A_s0780,B_s0780,C_s0780
x0781,A_s0781,B_s0781,C_s0781
x0782,A_s0782,B_s0782,C_s0782
x0783,A_s0783,B_s0783,C_s0783
x0784,A_s0784,B_s0784,C_s0784
x0785,A_s0785,B_s0785,C_s0785
x0786,A_s0786,B_s0786,C_s0786
x0787,A_s0787,B_s0787,C_s0787
x0788,A_s0788,B_s0788,C_s0788
x0789,A_s0789,B_s0789,C_s0789
x0790,A_s0790,B_s0790,C_s0790
x0791,A_s0791,B_s0791,C_s0791
x0792,A_s0792,B_s0792,C_s0792
x0793,A_s0793,B_s0793,C_s0793
x0794,A_s0794,B_s0794,C_s0794
x0795,A_s0795,B_s0795,C_s0795
x0796,A_s0796,B_s0796,C_s0796
x0797,A_s0797,B_s0797,C_s0797
x0798,A_s0798,B_s0798,C_s0798
x0799,A_s0799,B_s0799,C_s0799
x0800,A_s0800,B_s0800,C_s0800
x0801,A_s0801,B_s0801,C_s0801
x0802,A_s0802,B_s0802,C_s0802
x0803,A_s0803,B_s0803,C_s0803
x0804,A_s0804,B_s0804,C_s0804
x0805,A_s0805,B_s0805,C_s0805
x0806,A_s0806,B_s0806,C_s0806
x0807,A_s0807,B_s0807,C_s0807
x0808,A_s0808,B_s0808,C_s0808
x0809,A_s0809,B_s0809,C_s0809
x0810,A_s0810,B_s0810,C_s0810
x0811,A_s0811,B_s0811,C_s0811
x0812,A_s0812,B_s0812,C_s0812
x0813,A_s0813,B_s0813,C_s0813
x0814,A_s0814,B_s0814,C_s0814
x0815,A_s0815,B_s0815,C_s0815
x0816,A_s0816,B_s0816,C_s0816
x0817,A_s0817,B_s0817,C_s0817
x0818,A_s0818,B_s0818,C_s0818
x0819,A_s0819,B_s0819,C_s0819
x0820,A_s0820,B_s0820,C_s0820
x0821,A_s0821,B_s0821,C_s0821
x0822,A_s0822,B_s0822,C_s0822
x0823,A_s0823,B_s0823,C_s0823
x0824,A_s0824,B_s0824,C_s0824
x0825,A_s0825,B_s0825,C_s0825
x0826,A_s0826,B_s0826,C_s0826
x0827,A_s0827,B_s0827,C_s0827
x0828,A_s0828,B_s0828,C_s0828
x0829,A_s0829,B_s0829,C_s0829
x0830,A_s0830,B_s0830,C_s0830
x0831,A_s0831,B_s0831,C_s0831
x0832,A_s0832,B_s0832,C_s0832
x0833,A_s0833,B_s0833,C_s0833
x0834,A_s0834,B_s0834,C_s0834
x0835,A_s0835,B_s0835,C_s0835
x0836,A_s0836,B_s0836,C_s0836
x0837,A_s0837,B_s0837,C_s0837
x0838,A_s0838,B_s0838,C_s0838
x0839,A_s0839,B_s0839,C_s0839
x0840,A_s0840,B_s0840,C_s0840
x0841,A_s0841,B_s0841,C_s0841
x0842,A_s0842,B_s0842,C_s0842
x0843,A_s0843,B_s0843,C_s0843
x0844,A_s0844,B_s0844,C_s0844
x0845,A_s0845,B_s0845,C_s0845
x0846,A_s0846,B_s0846,C_s0846
x0847,A_s0847,B_s0847,C_s0847
x0848,A_s0848,B_s0848,C_s0848
x0849,A_s0849,B_s0849,C_s0849
x0850,A_s0850,B_s0850,C_s0850
x0851,A_s0851,B_s0851,C_s0851
x0852,A_s0852,B_s0852,C_s0852
x0853,A_s0853,B_s0853,C_s0853
x0854,A_s0854,B_s0854,C_s0854
x0855,A_s0855,B_s0855,C_s0855
x0856,A_s0856,B_s0856,C_s0856
x0857,A_s0857,B_s0857,C_s0857
x0858,A_s0858,B_s0858,C_s0858
x0859,A_s0859,B_s0859,C_s0859
x0860,A_s0860,B_s0860,C_s0860
x0861,A_s0861,B_s0861,C_s0861
x0862,A_s0862,B_s0862,C_s0862
x0863,A_s0863,B_s0863,C_s0863
x0864,A_s0864,B_s0864,C_s0864
x0865,A_s0865,B_s0865,C_s0865
x0866,A_s0866,B_s0866,C_s0866
x0867,A_s0867,B_s0867,C_s0867
x0868,A_s0868,B_s0868,C_s0868
x0869,A_s0869,B_s0869,C_s0869
x0870,A_s0870,B_s0870,C_s0870
x0871,A_s0871,B_s0871,C_s0871
x0872,A_s0872,B_s0872,C_s0872
x0873,A_s0873,B_s0873,C_s0873
x0874,A_s0874,B_s0874,C_s0874
x0875,A_s0875,B_s0875,C_s0875
x0876,A_s0876,B_s0876,C_s0876
x0877,A_s0877,B_s0877,C_s0877
x0878,A_s0878,B_s0878,C_s0878
x0879,A_s0879,B_s0879,C_s0879
x0880,A_s0880,B_s0880,C_s0880
x0881,A_s0881,B_s0881,C_s0881
x0882,A_s0882,B_s0882,C_s0882
x0883,A_s0883,B_s0883,C_s0883
x0884,A_s0884,B_s0884,C_s0884
x0885,A_s0885,B_s0885,C_s0885
x0886,A_s0886,B_s0886,C_s0886
x0887,A_s0887,B_s0887,C_s0887
x0888,A_s0888,B_s0888,C_s0888
x0889,A_s0889,B_s0889,C_s0889
x0890,A_s0890,B_s0890,C_s0890
x0891,A_s0891,B_s0891,C_s0891
x0892,A_s0892,B_s0892,C_s0892
x0893,A_s0893,B_s0893,C_s0893
x0894,A_s0894,B_s0894,C_s0894
x0895,A_s0895,B_s0895,C_s0895
x0896,A_s0896,B_s0896,C_s0896
x0897,A_s0897,B_s0897,C_s0897
x0898,A_s0898,B_s0898,C_s0898
x0899,A_s0899,B_s0899,C_s0899
x0900,A_heavy,B_g01,C_g01_pair
x0901,A_heavy,B_g01,C_g01_pair
x0902,A_heavy,B_g01,C_g01_s3
x0903,A_heavy,B_g01,C_g01_s4
x0904,A_heavy,B_g01,C_g01_s5
x0905,A_heavy,B_g02,C_g02_pair
x0906,A_heavy,B_g02,C_g02_pair
x0907,A_heavy,B_g02,C_g02_s3
x0908,A_heavy,B_g02,C_g02_s4
x0909,A_heavy,B_g02,C_g02_s5
x0910,A_heavy,B_g03,C_g03_pair
x0911,A_heavy,B_g03,C_g03_pair
x0912,A_heavy,B_g03,C_g03_s3
x0913,A_heavy,B_g03,C_g03_s4
x0914,A_heavy,B_g03,C_g03_s5
x0915,A_heavy,B_g04,C_g04_pair
x0916,A_heavy,B_g04,C_g04_pair
x0917,A_heavy,B_g04,C_g04_s3
x0918,A_heavy,B_g04,C_g04_s4
x0919,A_heavy,B_g04,C_g04_s5
x0920,A_heavy,B_g05,C_g05_pair
x0921,A_heavy,B_g05,C_g05_pair
x0922,A_heavy,B_g05,C_g05_s3
x0923,A_heavy,B_g05,C_g05_s4
x0924,A_heavy,B_g05,C_g05_s5
x0925,A_heavy,B_g06,C_g06_pair
x0926,A_heavy,B_g06,C_g06_pair
x0927,A_heavy,B_g06,C_g06_s3
x0928,A_heavy,B_g06,C_g06_s4
x0929,A_heavy,B_g06,C_g06_s5
x0930,A_heavy,B_g07,C_g07_pair
x0931,A_heavy,B_g07,C_g07_pair
x0932,A_heavy,B_g07,C_g07_s3
x0933,A_heavy,B_g07,C_g07_s4
x0934,A_heavy,B_g07,C_g07_s5
x0935,A_heavy,B_g08,C_g08_pair
x0936,A_heavy,B_g08,C_g08_pair
x0937,A_heavy,B_g08,C_g08_s3
x0938,A_heavy,B_g08,C_g08_s4
x0939,A_heavy,B_g08,C_g08_s5
x0940,A_heavy,B_g09,C_g09_pair
x0941,A_heavy,B_g09,C_g09_pair
x0942,A_heavy,B_g09,C_g09_s3
x0943,A_heavy,B_g09,C_g09_s4
x0944,A_heavy,B_g09,C_g09_s5
x0945,A_heavy,B_g10,C_g10_pair
x0946,A_heavy,B_g10,C_g10_pair
x0947,A_heavy,B_g10,C_g10_s3
x0948,A_heavy,B_g10,C_g10_s4
x0949,A_heavy,B_g10,C_g10_s5
x0950,A_heavy,B_g11,C_g11_pair
x0951,A_heavy,B_g11,C_g11_pair
x0952,A_heavy,B_g11,C_g11_s3
x0953,A_heavy,B_g11,C_g11_s4
x0954,A_heavy,B_g11,C_g11_s5
x0955,A_heavy,B_g12,C_g12_pair
x0956,A_heavy,B_g12,C_g12_pair
x0957,A_heavy,B_g12,C_g12_s3
x0958,A_heavy,B_g12,C_g12_s4
x0959,A_heavy,B_g12,C_g12_s5
x0960,A_heavy,B_g13,C_g13_pair
x0961,A_heavy,B_g13,C_g13_pair
x0962,A_heavy,B_g13,C_g13_s3
x0963,A_heavy,B_g13,C_g13_s4
x0964,A_heavy,B_g13,C_g13_s5
x0965,A_heavy,B_g14,C_g14_pair
x0966,A_heavy,B_g14,C_g14_pair
x0967,A_heavy,B_g14,C_g14_s3
x0968,A_heavy,B_g14,C_g14_s4
x0969,A_heavy,B_g14,C_g14_s5
x0970,A_heavy,B_g15,C_g15_pair
x0971,A_heavy,B_g15,C_g15_pair
x0972,A_heavy,B_g15,C_g15_s3
x0973,A_heavy,B_g15,C_g15_s4
x0974,A_heavy,B_g15,C_g15_s5
x0975,A_heavy,B_g16,C_g16_pair
x0976,A_heavy,B_g16,C_g16_pair
x0977,A_heavy,B_g16,C_g16_s3
x0978,A_heavy,B_g16,C_g16_s4
x0979,A_heavy,B_g16,C_g16_s5
x0980,A_heavy,B_g17,C_g17_pair
x0981,A_heavy,B_g17,C_g17_pair
x0982,A_heavy,B_g17,C_g17_s3
x0983,A_heavy,B_g17,C_g17_s4
x0984,A_heavy,B_g17,C_g17_s5
x0985,A_heavy,B_g18,C_g18_pair
x0986,A_heavy,B_g18,C_g18_pair
x0987,A_heavy,B_g18,C_g18_s3
x0988,A_heavy,B_g18,C_g18_s4
x0989,A_heavy,B_g18,C_g18_s5
x0990,A_heavy,B_g19,C_g19_pair
x0991,A_heavy,B_g19,C_g19_pair
x0992,A_heavy,B_g19,C_g19_s3
x0993,A_heavy,B_g19,C_g19_s4
x0994,A_heavy,B_g19,C_g19_s5
x0995,A_heavy,B_g20,C_g20_pair
x0996,A_heavy,B_g20,C_g20_pair
x0997,A_heavy,B_g20,C_g20_s3
x0998,A_heavy,B_g20,C_g20_s4
x0999,A_heavy,B_g20,C_g20_s5
x1000,A_heavy,B_heavy_singleton,C_heavy_singleton
